index,tweet,sentiment,score,all_hashtaged_words,VanderSentiment_pos,VanderSentiment_neg,VanderSentiment_neu,VanderSentiment_overall,polar_word_count_pos,polar_word_count_neg,Sentinent140_scores,hashtag_polarity,emotion_word_count_anticipation,emotion_word_count_disgust,emotion_word_count_fear,emotion_word_count_joy,emotion_word_count_negative,emotion_word_count_positive,emotion_word_count_sadness,emotion_word_count_surprise,emotion_word_count_trust,emotion_word_count_anger,score_hashtag_emotion_lexicon,emoticons_score
30569,blake lively is flawless,joy,0.38,[],0.756,0,0.244,0.7351,2,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30570,every time a new anthony weiner revelation breaks bill clinton says a prayer of thanks that textingdming didnt exist in his heyday,joy,0.375,[],0.121,0,0.879,0.4404,1,0,0,neural,2,0,0,1,0,1,0,0,0,0,0,0
30571,just rejoice if you get paid for it,joy,0.375,[],0.293,0,0.707,0.4404,2,0,0,neural,1,0,0,1,0,1,0,1,0,0,0,0
30572,her i want a playful relationshipme kicks her off the couch,joy,0.375,[],0.318,0,0.682,0.4939,2,0,-0.201,neural,0,0,0,1,0,1,1,1,0,1,0,0
30573,about our is our greatest the talk about ur,joy,0.375,"['Talking', 'Problems', 'Addiction\\n\\n#Break', 'habit\\n\\nTalk', 'Joys\\n\\n#quote', 'optimism', 'problemsolving', 'behappy']",0.344,0,0.656,0.6369,1,0,0,neural,0,0,0,0,0,1,0,0,0,0,3.146983597,0
30574,when your rewatching glee and break down in tears all over again loudlycryingface cryingface,joy,0.375,['glee'],0.232,0.105,0.663,0.5106,1,2,0,neural,0,0,0,1,0,1,0,1,0,0,0.185969245,0
30575,деньги microsoft netframework4 5 1fullplusbygora,joy,0.375,"['food', 'деньги', 'smile']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.978319859,0
30576,tip 5 dont worry about pleasing everyone,joy,0.375,['TitanWisdom'],0.236,0.273,0.491,-0.0951,1,1,0,neural,1,0,1,0,1,0,1,0,0,0,0,0
30577,they happen i expect your thumbs were all over the place in glee interpreting my double negative,joy,0.375,[],0.183,0.162,0.655,0.128,1,2,-2,neural,2,0,0,1,1,2,1,1,0,0,0,-2
30578,go follow heartsuit heartsuit,joy,0.375,"['beautiful', 'Snowgang', 'Princess', 'fitness', 'bodyposi', 'haircut', 'Whitegirlwednesday']",0,0,1,0,0,0,0,positive,0,0,0,0,0,0,0,0,0,0,1.366601761,0
30579,its a beautifully sincere balancing act of grief and hilarity,joy,0.375,[],0.386,0.193,0.422,0.4939,3,1,1.348,neural,0,0,0,1,1,2,1,0,0,0,0,0
30580,kirbys black panther in a cool animated panel,joy,0.375,[],0.247,0,0.753,0.3182,1,1,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
30581,tongue sweatdroplets tongue sweatdroplets tongue sweatdroplets tongue sweatdroplets tongue sweatdroplets tongue that hot pussy unappetizing that delight,joy,0.375,[],0.196,0,0.804,0.5994,2,0,4.47,neural,1,0,0,1,0,1,0,0,0,1,0,3
30582,cover it up with a smile maybe itll get better,joy,0.375,[],0.403,0,0.597,0.6597,2,0,2,neural,0,0,0,1,0,1,0,1,0,0,0,2
30583,currently listening to amp podcasts can you guys please move to,joy,0.365,"['yvr', 'missyou']",0.187,0,0.813,0.3182,1,0,-0.165,neural,0,0,0,0,0,0,0,0,0,0,1.630813275,0
30584,flushedface chewing what,joy,0.365,"['smile', 'arcdental', 'turlock']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.545147407,0
30585,laudrup and his evil white companions rejoice,joy,0.36,[],0.236,0.358,0.407,-0.3612,2,1,5.658,neural,1,1,1,1,1,1,1,1,0,1,0,4
30586,my ukulele bag has fallen apart neutralface welll at least my life hasnt yet,joy,0.36,"['Joys\\n\\n#quote', 'problemsolving', 'behappy']",0,0.161,0.839,-0.3612,0,1,-0.424,neural,0,0,0,0,0,0,0,0,0,0,1.549244624,0
30587,i remember its heyday but these ladies range in age from id say mid 30s to early 70s,joy,0.36,[],0,0,1,0,0,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30588,the point of living and being an optimist is to be foolish enough to believe the best is yet to come peter ustinov,joy,0.36,"['optimism', 'quote']",0.256,0.071,0.673,0.7579,1,1,0,neural,0,0,0,0,1,1,0,0,0,0,2.401318781,0
30589,yip my random guesses for you a potential amelie kenneth of 30 rock but ya instead of tv amp maybe w the optimism of lara jean,joy,0.36,[],0.16,0,0.84,0.6956,2,0,0,neural,1,0,0,1,0,2,0,1,0,0,0,0
30590,betelgeusesloth was lively dedicated and tenacious regulusgreed is humbly content and leygluttony is starving hungry,joy,0.36,[],0.285,0.135,0.58,0.4767,4,1,-1.003,neural,1,0,0,1,2,3,0,0,0,0,0,0
30591,he didnt have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end,joy,0.36,[],0.241,0.041,0.719,0.8128,2,1,-0.358,neural,1,0,1,1,1,1,1,2,0,1,0,0
30592,theres gonna be street parties when you lot leave spontaneous rejoicing clowns,joy,0.36,[],0.389,0.072,0.539,0.743,1,0,-0.21,neural,1,0,0,1,1,1,1,2,0,0,0,0
30593,or did i lie and cut 5 years off my age to be young and spry and hire able in hollywood,joy,0.36,['thegoldbergs'],0,0.095,0.905,-0.2732,1,2,0,neural,1,1,0,1,1,1,1,0,0,1,0,0
30594,yell bye garbage  cheerfully after it,joy,0.36,[],0.383,0,0.617,0.4767,0,1,0,neural,1,1,1,0,2,0,0,1,0,1,0,0
30595,what happened to breezy,joy,0.36,[],0,0,1,0,0,0,0.864,neural,0,0,0,0,0,0,0,0,0,0,0,0
30596,love how cheerful that woman is about storing someone elses furniture for an eternity id have sold it by now,joy,0.36,['GrandDesigns'],0.3,0,0.7,0.8271,3,0,-0.168,neural,0,0,0,2,0,2,0,1,0,0,0,0
30597,•days he was itching for a fight itching for the exhilaration of battle of almost getting defeated the adrenaline pumping•,joy,0.36,[],0,0.321,0.679,-0.7918,1,2,0,neural,0,0,1,1,3,1,1,1,0,2,0,0
30598,the lord turn his face toward you and give you peace numbers 6 26,joy,0.354,"['truth', 'trust', 'promise', 'calm', 'justice', 'great', 'mighty', 'protected']",0.212,0,0.788,0.5423,1,0,0,positive,1,1,0,1,1,3,0,0,0,0,9.911766409,0
30599,be free and open and breezy enjoy things wont get any better so get used to it,joy,0.354,[],0.284,0.105,0.611,0.6242,4,0,0,neural,2,0,0,1,0,1,0,0,0,0,0,0
30600,lil reminder that my private account is a delight of shittalking and occasionally nsfw stuff,joy,0.354,[],0.218,0,0.782,0.5994,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30601,every day i have to think in my mind will this be pleasing to god my decision making the way i react treat ppl speak am i pleasing god,joy,0.354,[],0.363,0,0.637,0.9136,4,1,1,neural,3,1,4,3,1,3,1,1,0,2,0,1
30602,trying to loveee somebody just wanna love somebody right now guess theres just no pleasing me,joy,0.354,[],0.2,0.132,0.667,0.3451,5,1,-0.176,neural,0,0,0,1,0,1,0,1,0,0,0,0
30603,follow me in instagram 1 0 7 …,joy,0.354,"['love', 'TagsForLikes', 'TFLers', 'tweegram', 'photooftheday', '20likes', 'amazing', 'smile', 'follow4follow', 'like4like', 'look']",0,0,1,0,0,0,0,positive,0,0,0,0,0,0,0,0,0,0,5.507777033,0
30604,dont put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass,joy,0.354,[],0.216,0.235,0.548,-0.1531,1,1,-4.141,neural,0,1,1,1,2,2,2,0,0,1,0,-4
30605,athenian when mirth is the order of the day he ought to be honoured most who gives most mirth to the greatest number laws,joy,0.354,[],0.46,0,0.54,0.945,3,0,-0.331,neural,0,0,0,2,0,2,0,0,0,0,0,0
30606,the birds chirp the sun shines and the wind chimes chime there was once a smile on this face,joy,0.353,[],0.122,0,0.878,0.3612,1,0,-0.285,neural,1,0,0,3,0,3,0,2,0,0,0,0
30607,just adding a little levity,joy,0.352,[],0,0,1,0,2,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30608,flushedface chewing what,joy,0.352,"['arcdental', 'turlock']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30609,the hunter in this way content and joyous in simple domestic bliss i cannot wait for word of who you truly are to,joy,0.349,[],0.349,0,0.651,0.8934,5,0,-0.165,neural,2,0,1,3,2,4,1,0,0,0,0,0
30610,haye optimism is hell lose thats actually a compromise p,joy,0.346,[],0.197,0.41,0.393,-0.5859,2,2,0,neural,1,2,2,1,2,1,2,2,0,2,0,0
30611,misery loves company the church ought to be a place where it finds none pastor kris theobald,joy,0.346,"['joy', 'rejoice']",0.165,0.165,0.67,0,0,1,0,neural,1,1,1,2,1,2,1,0,0,1,4.332159597,0
30612,we provide dignified and professional funerals at prices families can afford clients pig,joy,0.345,"['satisfied', 'bright']",0.19,0.155,0.655,0.1531,2,0,-0.159,neural,0,1,0,0,1,4,0,0,0,0,2.311161265,0
30613,about our is our greatest the about ur,joy,0.34,"['Talking', 'Problems', 'Addiction#Break', 'habitTalk', 'Joys#quote', 'optimism', 'problemsolving', 'behappy']",0.375,0,0.625,0.6369,1,0,0,neural,0,0,0,0,0,0,0,0,0,0,3.146983597,0
30614,going to the doctor on so many levels but least i can go sleep with a just watched on live nation,joy,0.34,"['hate', 'smile', 'Dwight']",0,0,1,0,2,1,0,neural,0,0,0,0,0,1,0,0,0,0,2.272931004,0
30615,do not truck the delight delight the truck,joy,0.34,[],0.299,0.241,0.46,0.1911,2,0,-0.606,neural,2,0,0,2,0,2,0,0,0,0,0,0
30616,thought itd be fun and it is not fun but on the bright side i dont have to fight for parking,joy,0.34,[],0.318,0.067,0.615,0.7861,1,3,-0.711,neural,3,0,1,2,1,2,0,0,0,1,0,0
30617,miami proficiency is like pleasing by what name miami beaches pikxb,joy,0.34,[],0.396,0,0.604,0.7096,2,0,0,neural,1,0,0,1,0,1,0,1,0,0,0,0
30618,sparkling water is nice you know i tried it the other day,joy,0.34,[],0.333,0,0.667,0.6124,2,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30619,mostly animated audience id bet green sceen folk the ones that dont need air,joy,0.34,[],0,0,1,0,1,1,-0.631,neural,1,0,0,2,0,2,0,0,0,0,0,0
30620,todays realisation that it was the last time i watch swimming lesson cos i go back to work next week lead to a joyous bedtime,joy,0.34,['worstoneyet'],0.146,0,0.854,0.6249,2,0,0,neural,3,0,1,1,0,3,0,0,0,0,0,0
30621,pinterest one dessert next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets,joy,0.34,[],0.131,0.101,0.768,0.1955,1,0,0,neural,1,0,0,1,0,1,0,1,0,0,0,0
30622,im worried someday ill be yelling at my kids and theyll be confused about if or not im being serious loudlycryingface loudlycryingface loudlycryingface im too damn playful,joy,0.34,[],0.117,0.285,0.598,-0.7076,1,6,2.896,neural,0,2,1,1,3,1,2,1,0,3,0,2
30623,are you always so relentlessly positive your constantly cheerful optimistic disposition starts to grate after a while,joy,0.34,[],0.409,0,0.591,0.8651,3,2,0,neural,0,0,0,1,1,1,0,1,0,0,0,0
30624,mind if i tag along  she asked cheerfully sweeping a lock of hair behind her ear i want to see if youve really got •,joy,0.34,[],0.161,0,0.839,0.5267,2,1,1.165,neural,0,0,0,0,0,0,0,0,0,0,0,0
30625,pre prepare direction plays hale and hearty situation an in childs evolvement cmmyd,joy,0.34,[],0.143,0,0.857,0.25,1,0,0,neural,1,0,0,0,0,2,0,0,0,0,0,0
30626,only time i am ever cheering for you johnny,joy,0.34,[],0.292,0,0.708,0.5106,0,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30627,hes just lucky bad pitchers elkracken is,joy,0.333,"['legit', 'future', 'bright', 'gottawearshades', 'LetsGoYankees']",0.248,0.31,0.442,-0.1779,2,1,-0.115,neural,0,1,1,1,1,1,1,1,0,1,2.443018314,0
30628,being playful as shit facewithsteamfromnose,joy,0.333,[],0.305,0.379,0.316,-0.1779,1,0,0,neural,0,1,0,1,1,1,0,1,0,2,0,0
30629,final night shift coming up i wont miss it but i will miss my work pals and the hysterical laughter that gets us through the night,joy,0.333,[],0.181,0.1,0.72,0.538,1,4,0,neural,3,0,1,1,1,1,0,1,0,1,0,0
30630,2 hes jubilant to hear the word that he probably uses in secret heard out loud,joy,0.333,[],0.211,0,0.789,0.6124,1,0,0,neural,0,0,0,1,0,2,0,1,0,0,0,0
30631,susie they aint going away and i dont want to see them hurt changing heartsminds is really our only option no,joy,0.333,['optimism'],0,0.275,0.725,-0.7024,1,1,-1.826,neural,0,0,1,0,1,1,1,0,0,1,1.597738974,-1
30632,i love when my dog is playful but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out,joy,0.333,[],0.269,0,0.731,0.8338,4,0,0,neural,1,1,0,3,0,3,0,2,0,1,0,0
30633,bobs burgers is an animated show maybe bob looks like him they would cast him based on voice too,joy,0.333,[],0.122,0,0.878,0.3612,2,1,-0.287,neural,0,0,0,1,0,1,0,0,0,0,0,0
30634,i take a strange delight from seeing mark hughes struggle,joy,0.333,[],0.26,0.273,0.467,0.2023,1,2,-2,neural,1,0,1,1,1,1,1,0,0,1,0,-2
30635,i hope to now see some levity light romance and happiness come stitch and abbys way after such a long hard road,joy,0.333,[],0.342,0.047,0.61,0.8658,4,2,0,neural,4,0,1,3,0,3,1,2,0,0,0,0
30636,on the bright side with youtube heroes leafy will finally get banned,joy,0.327,[],0.341,0.165,0.495,0.4939,2,0,-3.312,neural,1,1,0,1,0,1,0,1,0,0,0,-2
30637,myself that despite the absolute delight my children and i would feel having a kitten in our home the misery my husband would feel is more,joy,0.327,[],0,0.222,0.778,-0.7812,1,2,0,neural,1,1,1,2,1,3,1,0,0,1,0,0
30638,well it was after my heyday too im afraid i was expecting 1st baby i reckon now aged 15 gulps im so old,joy,0.327,[],0.087,0,0.913,0.2732,1,2,0,neural,2,0,1,2,1,2,0,0,0,0,0,0
30639,helluva lot more animated than they were for the actual game gt lt,joy,0.327,[],0.149,0,0.851,0.2732,1,1,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
30640,backed pats 2 5 1011 just before,joy,0.327,['pleasing'],0.155,0,0.845,0.0258,1,0,-0.171,neural,0,0,0,0,0,0,0,0,0,0,0,0
30641,backed pats 2 5 1011 just before,joy,0.32,[],0.155,0,0.845,0.0258,1,0,-0.171,neural,0,0,0,0,0,0,0,0,0,0,0,0
30642,loading mirth out to be trusted websites lkskqufke,joy,0.32,[],0.528,0,0.472,0.7717,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30643,did you use the warblers set from glee on the episode about the acapella college kids,joy,0.32,[],0.219,0,0.781,0.6369,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30644,if i were assured of your eventual destruction i would in the interests of the public cheerfully accept my own  sherlock holmes,joy,0.32,[],0.33,0.12,0.55,0.6705,2,1,1.004,neural,2,0,0,0,1,2,0,0,0,1,0,0
30645,gkn so lively as well mad quick,joy,0.32,[],0.436,0.251,0.314,0.3306,2,1,0,neural,0,1,1,0,1,0,1,0,0,1,0,0
30646,boro are at the os before then they could give the stewards a good work out chelsea will get about 8k will be lively,joy,0.32,[],0.209,0,0.791,0.7003,4,0,2.882,neural,1,0,0,1,0,1,0,1,0,0,0,2
30647,hes just lucky bad pitchers elkracken is,joy,0.32,"['legit', 'future', 'gottawearshades', 'LetsGoYankees']",0.248,0.31,0.442,-0.1779,2,1,-0.115,neural,0,1,1,1,1,1,1,1,0,1,0.447038025,0
30648,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him,joy,0.32,[],0.314,0,0.686,0.7717,4,2,-0.274,neural,0,0,0,1,0,1,0,2,0,1,0,0
30649,method into thin out assault corridor thine liveliness chd,joy,0.32,[],0.194,0.284,0.522,-0.296,0,1,0,neural,0,0,1,0,1,0,0,0,0,1,0,0
30650,pain the gleesome threesome,joy,0.32,[],0,0.524,0.476,-0.5106,0,1,0,neural,0,0,1,0,1,0,1,0,0,0,0,0
30651,at least hes willing to discuss better than most that and keep the insults light with occasional levity or creative bs ing,joy,0.32,[],0.203,0.102,0.695,0.4091,5,1,-0.343,neural,0,0,0,0,0,1,0,1,0,0,0,0
30652,she is from the heyday 80s could go either way writing should be stronger but dont know who will be sacrificed first,joy,0.32,[],0.079,0,0.921,0.2023,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30653,stack up with porthole under way heyday through worthy of faith bulls eye transportation services mom,joy,0.32,[],0.289,0,0.711,0.6908,2,0,-0.148,neural,2,0,0,2,0,3,0,0,0,0,0,0
30654,i bet dat dog eating name brand cheerios cant relate i eat cheery os,joy,0.312,[],0.217,0,0.783,0.5574,1,0,-1.073,neural,1,0,0,1,0,2,0,0,0,0,0,0
30655,well look at the bright side you found a use for that rope,joy,0.312,['TipsToSurviveAPowerOutage'],0.312,0,0.688,0.6124,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30656,wtf is tenacious and jubilant,joy,0.312,[],0.37,0.352,0.278,0.0516,2,0,3,neural,0,0,0,1,0,2,0,1,0,0,0,3
30657,dark dense and exhilarating come the finale is a gripping watch,joy,0.312,['HellOrHighWater'],0.213,0,0.787,0.4019,1,1,0,neural,1,0,1,0,0,0,1,0,0,0,0,0
30658,i wish there were unlimited glee episodes so i could watch them forever,joy,0.312,['gleegoodbye'],0.385,0,0.615,0.7845,3,0,-0.279,neural,1,0,1,1,0,2,0,0,0,0,0,0
30659,a not very young man compiled info on a smiling baby then a mattress created new evil,joy,0.312,[],0.214,0.188,0.598,-0.1027,1,1,-3.257,neural,0,1,1,2,1,2,1,0,0,1,0,-3
30660,question for all the cheerleaders who ages out how to i make my senior year of cheer more memorable,joy,0.312,[],0.244,0,0.756,0.6705,2,0,0.879,neural,1,0,0,2,0,3,0,2,0,0,0,0
30661,kdddd drop some off at 1133 cheery,joy,0.312,[],0.336,0.196,0.467,0.3612,1,0,3.99,neural,1,0,0,1,0,1,0,0,0,0,0,3
30662,which always leads to the kind of hilarity average people will never experience especially during breakups,joy,0.312,[],0,0,1,0,4,0,-1.337,neural,0,0,0,2,0,2,0,0,0,0,0,0
30663,hms pinafore time i need some mirth,joy,0.312,[],0.375,0,0.625,0.5574,1,1,3,neural,1,0,0,1,0,1,0,0,0,0,0,3
30664,plan a date like a date u find pleasing or smth fuckign1010 because the child will grow to be a ten out of ten,joy,0.311,[],0.211,0,0.789,0.7096,3,0,-0.155,neural,3,0,0,2,0,2,0,0,0,0,0,0
30665,dudes who wanna play some bass but not buy a bass me rejoice,joy,0.308,[],0.335,0,0.665,0.6757,1,0,5.658,neural,1,0,0,1,0,1,0,1,0,0,0,4
30666,may i send you a copy of either e book or real paper one a boy and a greyhound,joy,0.304,"['HeroTheGreyhound?', 'smiles', 'tears']",0,0,1,0,1,0,0,neural,0,0,0,0,1,1,0,0,0,0,1.993733995,0
30667,harwood gleeful at these new numbers bet your money on this reporting look to lose it liarthiefscoundrel,joy,0.3,[],0.181,0.125,0.694,0.296,1,1,0,neural,1,1,1,1,1,2,1,2,0,2,0,0
30668,if i were assured of your eventual destruction i would in the interests of the public cheerfully accept my own  sherlock holmes,joy,0.3,[],0.33,0.12,0.55,0.6705,2,1,1.004,neural,2,0,0,0,1,2,0,0,0,1,0,0
30669,harder i live a life devoid of mirth come to think of it there arent enough taco bowls in my life either,joy,0.3,[],0.146,0,0.854,0.5574,2,1,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30670,watch this amazing live ly broadcast by,joy,0.294,"['lively', 'musically']",0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30671,slifer actually maybe we were supposed to die and my donation saved our lives,joy,0.292,['optimism'],0.15,0.209,0.642,-0.2732,0,1,0,neural,0,0,1,0,1,1,1,0,0,0,1.597738974,0
30672,jsa switch out steve carrell and put in kurt from glee then its accurate,joy,0.292,[],0.244,0,0.756,0.6369,2,0,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
30673,dont be with some just because they try to drown you in gifts be with someone who makes you truly happy without the materialistic things,joy,0.292,[],0.204,0.115,0.681,0.4404,3,1,0,neural,1,0,1,1,1,1,1,0,0,0,0,0
30674,with that draw the scum must be rubbing their hands with glee typical draw for the woolwich lot,joy,0.292,['jammygunnerscum'],0.198,0,0.802,0.6369,1,1,0,neural,0,1,0,1,1,1,0,0,0,0,0,0
30675,all the fans wanted man utd at home in the next round are you cheering for northampton or man utd right now,joy,0.292,[],0.136,0,0.864,0.5106,1,0,-0.168,neural,0,0,0,1,0,1,0,0,0,0,0,0
30676,this is why i drink and watch youre the worst as a way to cheer myself up,joy,0.292,[],0.147,0.183,0.67,-0.2023,1,1,-0.132,neural,2,0,1,1,0,1,0,1,0,0,0,0
30677,sometimes he likes to ride arround on peoples shoulders or drop on them unexpectedly from vents or doorjambs like a big gleeful spider,joy,0.292,[],0.304,0.069,0.627,0.7964,2,1,-1.219,neural,0,1,1,0,0,0,0,1,0,0,0,0
30678,he chirp,joy,0.292,[],0,0,1,0,0,0,-0.213,neural,0,0,0,1,0,1,0,0,0,0,0,0
30679,you have to find a way to top yourself,joy,0.292,[],0.184,0,0.816,0.2023,1,0,0.982,neural,1,0,0,0,0,1,0,0,0,0,0,0
30680,cluck cluck cluck wolf wolf wolf chirp chirp chirp is all i ever hear,joy,0.292,[],0,0,1,0,0,0,-0.127,neural,0,0,0,3,0,3,0,0,0,0,0,0
30681,race war 2016,joy,0.292,['heyday'],0,0.661,0.339,-0.5994,0,1,0,neural,0,0,1,0,1,0,0,0,0,0,0,0
30682,if you dont love yourself honesty is the best policy,joy,0.292,[],0.244,0.349,0.407,-0.2013,3,0,-0.116,neural,0,0,0,1,0,2,0,0,0,0,0,0
30683,listening to the oblivion score drinking coffee researching for new sci fi animated project,joy,0.288,[],0,0,1,0,1,0,0,neural,1,0,1,2,2,2,0,1,0,1,0,0
30684,u used to chirp me for drinking it u hoe,joy,0.288,[],0,0,1,0,0,0,0,neural,0,0,0,1,1,1,0,0,0,0,0,0
30685,amp must be rejoicing ovet protests,joy,0.28,['Charlotte'],0.392,0.196,0.412,0.4404,1,1,-3.714,neural,1,0,0,1,0,1,0,1,0,0,0,-2
30686,342 147 and waxen in their mirth and neeze and sweara merrier hour was never wasted there,joy,0.28,[],0.389,0,0.611,0.8372,1,0,0,neural,0,1,0,1,1,1,0,0,0,1,0,0
30687,you are so wrong for this needed levity after that recording,joy,0.28,[],0,0.285,0.715,-0.6113,1,1,0.63,neural,0,0,0,0,1,0,0,0,0,0,0,0
30688,smiling through the stress,joy,0.28,[],0.385,0.359,0.256,0.0516,1,1,-0.426,neural,0,0,0,1,1,1,0,0,0,0,0,0
30689,close up shots of my ugly mug as i continue to talk about blaine years after glee has been dead,joy,0.28,[],0.146,0.264,0.59,-0.5267,1,3,-4.071,neural,1,1,1,1,2,4,1,0,0,1,0,-3
